Tipo;Indicadores;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;Status
Indicadores_Ec_Fin;VPA;8.075471698;9.27244582;3.038461538;3.66945629;3.032857143;2.069052632;2.276153846;1.984382022;0.443684578;3.751762948;3.569616138;3.396312493;3.23142268;3.074538212;2.925270431;CAGR_RUIM
Indicadores_Ec_Fin;P/VP;2.006074766;1.941235392;2.47164557;1.853135577;0.478097033;1.73992674;3.483947279;2.212275636;25.17554262;4.307308384;4.526537895;4.756925553;4.999039276;5.253475884;5.520862579;CAGR_BOM
Indicadores_Ec_Fin;P/EBIT;0.019036428;0.014827018;0.007045028;0.003252033;0.002050919;0.005049088;0.007610365;0.012436261;-0.01071977;0.00998147;0.009447633;0.008953968;0.008496528;0.008071856;0.007676914;CAGR_RUIM
Indicadores_Ec_Fin;P/EBITDA;0.009518214;0.007417823;0.003524483;0.001626899;0.001545842;0.003846154;0.003807669;0.006408759;-0.070251572;0.004994639;0.004705508;0.004435872;0.004184099;0.00394873;0.003728449;CAGR_RUIM
Indicadores_Ec_Fin;P/Ativos;0.459675347;0.48121172;0.725496024;0.545959401;0.124631631;0.278753596;0.517234459;0.26508223;0.595785442;0.779083883;0.818736994;0.860408334;0.904200624;0.950221815;0.998585351;CAGR_BOM
Indicadores_Ec_Fin;Ebitda;1702;2426.588;2130.809;4179.73;938;936;2082.639;685;-159;3235.469;3433.848816;3642.126461;3860.809074;4090.432634;4331.563768;CAGR_BOM
Indicadores_Ec_Fin;Margem Ebitda;0.080985915;0.106215005;0.115836314;0.184340213;0.048681752;0.047227408;0.081068081;0.025438206;-0.006197622;0.111950071;0.115088524;0.118241407;0.121410602;0.124598051;0.127805763;CAGR_BOM
Indicadores_Ec_Fin;PSR;0.255341169;0.254486562;0.530742049;0.385354778;0.105356031;0.24651669;0.401284547;0.207277608;0.567197959;0.891090164;0.93644407;0.984106359;1.03419452;1.086832024;1.142148623;CAGR_BOM
Indicadores_Ec_Fin;ROE;0.039626168;0.107846411;0.095443038;0.198939555;0.003297221;-0.033831909;0.065900642;-0.105826397;-2.479238754;0.167921057;0.177360638;0.18648254;0.195289229;0.203783066;0.211966313;CAGR_BOM
Indicadores_Ec_Fin;ROA;9.080006853;26.73398444;28.0151594;58.61034741;0.859528487;-5.420208821;9.783753951;-12.68047112;-58.67179823;30.37270087;32.08008398;33.73000693;35.32291568;36.85923746;38.3393813;CAGR_BOM
Indicadores_Ec_Fin;ROIC;0.115124459;0.190610771;0.157343173;0.281654095;0.102093863;0.090493717;0.120518159;0.040607385;-0.066024585;0.072688906;0.074378885;0.076009382;0.077580271;0.07909142;0.080542696;CAGR_RUIM
Indicadores_Ec_Fin;EV/EBIT;2.85693302;3.792421746;8.756097561;3.82378491;-0.411598303;6.724704468;9.279270633;13.86280858;-9.610809632;12.1318078;13.96390124;14.47801585;15.02261376;15.59916128;16.20926032;CAGR_BOM
Indicadores_Ec_Fin;EV/EBITDA;1.42846651;1.897314254;4.380495859;1.912930799;-0.310234542;5.122557998;4.642667308;7.143899896;-62.98404803;6.070649054;6.954889935;7.172532239;7.397858599;7.63106612;7.872356811;CAGR_BOM
Indicadores_Ec_Fin;Valorização;-0.4;0.111111111;-0.582777778;-0.094540613;-0.786764706;1.482758621;1.202777778;-0.446406053;1.544419134;0.446732319;-0.000123594;-0.000123594;-0.000123594;-0.000123594;-0.000123594;CAGR_RUIM
Indicadores_Ec_Fin;Negócios diário;1.495;1.323;2.542;2.58;1.912;816;3.766;6.779;15.909;49.944;70.9361371;100.7515527;143.0987897;203.2451419;288.6718175;CAGR_BOM
Indicadores_Ec_Fin;Volume diário;9;6;7;7;3;7;78;189;320;882;1395.054559;2206.550139;3490.088244;5520.253419;8731.354534;CAGR_BOM
Indicadores_Ec_Fin;Valor de Mercado;5366250000;5814000000;9763000000;8737534247;2030000000;4885714286;10309000000;5581571429;14551463636;2.58E+10;2.79E+10;3.03E+10;3.29E+10;3.57E+10;3.87E+10;CAGR_BOM
Indicadores_Ec_Fin;Valor da Firma;2431250000;4604000000;9334000000;7995534247;-291000000;4794714286;9669000000;4893571429;10014463636;1.96E+10;2.39E+10;2.61E+10;2.86E+10;3.12E+10;3.41E+10;CAGR_BOM
